"id";"current_age";"retirement_age";"birth_year";"birth_month";"gender";"address";"latitude";"longitude";"per_capita_income";"yearly_income";"total_debt";"credit_score";"num_credit_cards"
509;33;66;1986;7;"Male";"239 Sussex Drive";38.41;-82.43;"21842.00";"44534.00";"107410.00";702;4
510;27;65;1992;10;"Male";"311 Little Creek Boulevard";37.72;-122.44;"22549.00";"45973.00";"0.00";777;2
511;66;68;1953;10;"Male";"153 Tenth Lane";32.21;-110.88;"17460.00";"35602.00";"55369.00";661;5
512;48;62;1971;8;"Male";"3248 Summit Lane";33.73;-112.14;"35727.00";"72844.00";"207423.00";718;1
513;24;69;1995;10;"Male";"841 Spruce Drive";30.5;-90.46;"17584.00";"35856.00";"73257.00";712;4
514;58;72;1961;8;"Male";"967 Norfolk Avenue";28.08;-80.6;"15840.00";"32295.00";"72357.00";698;4
515;61;63;1958;10;"Male";"9525 First Boulevard";32.51;-94.76;"20531.00";"41865.00";"60911.00";676;4
516;35;66;1984;10;"Male";"34 Summit Drive";32.61;-117.03;"16942.00";"34542.00";"35474.00";697;4
517;33;71;1986;11;"Male";"87 Ocean Avenue";42.31;-83.21;"11773.00";"24009.00";"19085.00";811;4
518;31;61;1988;4;"Male";"558 North Street";44.06;-70.39;"22283.00";"45433.00";"91998.00";523;1
519;57;67;1962;6;"Female";"839 East Avenue";36.14;-115.03;"19377.00";"39508.00";"18870.00";770;4
520;45;66;1974;4;"Male";"3346 Hillside Street";40.26;-75.74;"28278.00";"57658.00";"74288.00";766;5
521;21;70;1998;9;"Female";"1241 11th Boulevard";34.06;-118.08;"16101.00";"32829.00";"44141.00";652;1
522;26;65;1994;2;"Female";"4726 Third Street";38.46;-85.95;"21313.00";"43454.00";"79295.00";774;2
523;27;65;1992;6;"Female";"444 Forest Boulevard";42.77;-86.1;"18877.00";"38487.00";"28032.00";773;4
524;57;62;1962;3;"Male";"252 Eighth Lane";38.37;-81.81;"17282.00";"35239.00";"43270.00";726;1
525;55;66;1964;4;"Male";"959 Tenth Street";38.29;-120.58;"18223.00";"37147.00";"0.00";703;3
526;51;62;1968;3;"Female";"54870 Lexington Drive";25.77;-80.2;"31625.00";"64481.00";"114394.00";627;5
527;58;65;1961;11;"Male";"217 Fifth Lane";40.99;-88.72;"19926.00";"40628.00";"66552.00";636;1
528;38;65;1981;7;"Male";"5661 Forest Avenue";42.78;-96.16;"19853.00";"40478.00";"76392.00";718;3
529;55;68;1964;8;"Male";"9604 West Boulevard";42.89;-70.87;"22448.00";"45767.00";"41791.00";721;4
530;78;68;1941;7;"Male";"34533 Ninth Avenue";34.06;-117.39;"14709.00";"18100.00";"0.00";682;6
531;18;68;2001;12;"Male";"6294 Essex Drive";37.18;-113.6;"14470.00";"29497.00";"66044.00";722;3
532;27;65;1993;1;"Male";"2282 Main Drive";38.53;-90.0;"23778.00";"48484.00";"63561.00";775;4
533;22;65;1997;9;"Male";"385 Lexington Boulevard";32.71;-102.65;"15183.00";"30961.00";"42597.00";677;1
534;27;74;1993;2;"Female";"31919 Summit Boulevard";41.72;-93.6;"29680.00";"60510.00";"23196.00";790;3
535;51;63;1968;12;"Female";"1248 Second Drive";41.53;-72.79;"24393.00";"49737.00";"136056.00";643;1
536;21;62;1998;8;"Male";"894 Catherine Boulevard";42.93;-74.62;"15242.00";"31077.00";"89659.00";789;5
537;19;71;2000;10;"Female";"35 Fifth Street";38.01;-121.38;"31600.00";"64428.00";"122968.00";703;2
538;66;69;1954;2;"Female";"7888 Fourth Street";35.3;-77.15;"14844.00";"30265.00";"36789.00";814;4
539;21;68;1998;8;"Female";"3701 Birch Street";42.7;-84.55;"16954.00";"34568.00";"81953.00";765;1
540;25;69;1994;9;"Female";"76009 Valley Stream Boulevard";42.37;-87.86;"15770.00";"32160.00";"62803.00";634;1
541;51;70;1968;7;"Female";"2699 Littlewood Avenue";35.63;-95.95;"14293.00";"29144.00";"35268.00";645;1
542;52;65;1967;7;"Female";"4092 El Camino Lane";35.46;-97.51;"14465.00";"29496.00";"49681.00";704;5
543;43;65;1976;3;"Female";"742 Lake Street";43.37;-124.14;"15069.00";"30721.00";"49961.00";749;3
544;34;65;1985;5;"Female";"100 Rose Lane";40.86;-73.63;"29426.00";"59999.00";"128311.00";676;1
545;55;67;1964;10;"Male";"22 First Boulevard";40.67;-89.54;"22416.00";"45707.00";"113194.00";715;3
546;51;68;1969;1;"Male";"599 East Lane";41.68;-71.66;"25111.00";"51196.00";"26617.00";681;3
547;70;66;1949;5;"Male";"111 Hillside Avenue";42.62;-88.63;"18351.00";"31901.00";"16285.00";778;4
548;33;69;1986;6;"Male";"81 Wessex Drive";38.02;-121.3;"14709.00";"29996.00";"44313.00";809;4
549;51;65;1968;4;"Male";"774 Wessex Lane";33.3;-111.74;"30557.00";"62304.00";"113416.00";719;4
550;76;70;1944;2;"Male";"4937 Maple Lane";47.54;-122.58;"21219.00";"30248.00";"35766.00";763;4
551;65;67;1955;1;"Male";"54 George Avenue";39.14;-119.71;"19392.00";"39543.00";"53182.00";776;3
552;54;66;1965;4;"Male";"1416 Bayview Avenue";29.67;-82.33;"25767.00";"52538.00";"132409.00";602;1
553;73;65;1947;1;"Male";"471 Ocean Boulevard";37.78;-90.42;"17707.00";"34067.00";"17902.00";628;1
554;59;67;1960;8;"Male";"6310 Sixth Street";29.66;-95.04;"26170.00";"53357.00";"114266.00";690;5
555;31;63;1988;5;"Male";"6692 Lake Street";38.03;-85.34;"21444.00";"43724.00";"53853.00";514;1
556;46;66;1973;12;"Male";"5659 Park Avenue";41.01;-81.6;"17856.00";"36405.00";"31815.00";715;2
557;59;54;1960;9;"Male";"350 Jefferson Boulevard";33.97;-118.35;"18476.00";"28245.00";"13411.00";669;1
558;19;63;2000;5;"Male";"29894 Martin Luther King Lane";27.97;-82.76;"16223.00";"33080.00";"55066.00";692;3
559;56;59;1963;5;"Male";"593 Valley Stream Drive";35.97;-97.02;"17394.00";"35468.00";"53185.00";490;2
560;59;65;1960;4;"Male";"9099 Little Creek Drive";44.96;-93.26;"21535.00";"43913.00";"83944.00";676;4
561;48;67;1971;6;"Male";"604 Pine Street";40.8;-91.12;"18076.00";"36853.00";"112139.00";834;5
562;37;61;1982;8;"Female";"1059 Elm Avenue";39.95;-104.9;"32793.00";"66863.00";"89031.00";673;1
563;70;65;1950;1;"Male";"3485 Federal Avenue";39.87;-75.92;"24725.00";"49531.00";"6707.00";737;6
564;57;64;1962;6;"Male";"2288 Pine Lane";44.08;-70.24;"20800.00";"42411.00";"111077.00";765;2
565;54;65;1965;10;"Male";"6721 Sussex Drive";32.98;-96.89;"21381.00";"43598.00";"15891.00";757;4
566;60;67;1959;10;"Female";"8179 Valley Stream Drive";42.79;-83.62;"22680.00";"46244.00";"108449.00";814;5
567;25;69;1994;6;"Male";"9804 Third Street";35.74;-81.69;"16445.00";"33534.00";"76166.00";761;3
568;24;66;1996;2;"Male";"5573 Sixth Lane";42.5;-94.17;"18895.00";"38526.00";"60556.00";778;1
569;52;73;1968;2;"Male";"29 Martin Luther King Lane";34.83;-92.2;"22377.00";"45625.00";"81136.00";662;1
570;34;65;1985;9;"Male";"6781 Ocean View Drive";34.29;-83.83;"15814.00";"32245.00";"43097.00";625;1
571;42;68;1977;11;"Male";"8580 Valley Stream Avenue";39.46;-77.96;"18003.00";"36711.00";"84949.00";739;4
572;29;67;1991;1;"Male";"202 Washington Drive";29.95;-91.2;"23208.00";"47317.00";"42433.00";680;2
573;52;69;1967;7;"Male";"7970 Little Creek Drive";33.79;-82.47;"14717.00";"30011.00";"84166.00";589;1
574;22;66;1997;12;"Male";"7296 Second Lane";38.38;-84.29;"17478.00";"35635.00";"16372.00";713;4
575;84;65;1935;12;"Male";"6478 Valley Stream Avenue";40.15;-74.85;"23207.00";"26476.00";"406.00";813;5
576;68;64;1951;6;"Female";"478 Hill Avenue";33.95;-84.54;"30747.00";"63502.00";"24100.00";638;7
577;28;65;1992;1;"Female";"769 Madison Drive";32.07;-110.92;"16238.00";"33106.00";"108695.00";763;2
578;75;71;1944;8;"Male";"5934 Essex Boulevard";38.04;-84.45;"14920.00";"20797.00";"10127.00";777;1
579;30;67;1989;7;"Male";"774 Park Lane";44.02;-88.16;"19382.00";"39520.00";"53896.00";772;1
580;35;65;1984;5;"Male";"5094 Lafayette Boulevard";40.55;-84.57;"18077.00";"36857.00";"3112.00";768;3
581;48;67;1971;3;"Male";"1813 Second Lane";29.99;-90.24;"14696.00";"29962.00";"55000.00";684;3
582;53;63;1966;8;"Male";"415 Lafayette Drive";41.36;-85.23;"19236.00";"39222.00";"66559.00";583;3
583;64;67;1955;11;"Male";"28 West Lane";41.76;-88.29;"14200.00";"28954.00";"41461.00";636;2
584;61;68;1958;8;"Male";"8823 South Drive";38.66;-121.37;"14318.00";"29195.00";"64881.00";743;3
585;52;62;1967;9;"Male";"5581 Federal Street";30.11;-97.3;"20346.00";"41483.00";"64715.00";584;1
586;37;63;1983;2;"Male";"372 12th Boulevard";35.57;-82.54;"22983.00";"46864.00";"58954.00";751;4
587;20;62;1999;8;"Male";"5310 Hillside Avenue";40.64;-73.94;"12433.00";"25350.00";"70475.00";643;2
588;21;66;1998;6;"Male";"2183 Catherine Boulevard";38.47;-90.75;"23106.00";"47109.00";"76035.00";844;3
589;58;72;1961;11;"Male";"250 Hillside Drive";40.55;-81.91;"13259.00";"27035.00";"58050.00";595;2
590;37;66;1982;6;"Male";"300 West Avenue";34.17;-86.83;"17198.00";"35060.00";"39104.00";724;2
591;50;60;1969;11;"Male";"320 Second Street";34.97;-89.99;"18861.00";"38458.00";"65836.00";696;3
592;68;65;1952;2;"Male";"69 Spruce Avenue";35.32;-82.46;"13634.00";"23993.00";"2573.00";714;5
593;19;71;2000;7;"Male";"804 Seventh Boulevard";40.52;-122.32;"16585.00";"33816.00";"77770.00";635;1
594;29;70;1990;12;"Male";"7109 Rose Street";35.88;-80.07;"16642.00";"33933.00";"5329.00";698;6
595;79;66;1941;2;"Male";"132 Lexington Drive";36.5;-78.55;"18100.00";"29041.00";"4427.00";699;4
596;28;65;1991;11;"Male";"914 George Street";40.64;-73.94;"16985.00";"34629.00";"34484.00";721;3
597;72;66;1948;1;"Male";"5138 North Drive";37.74;-122.44;"51692.00";"65055.00";"1676.00";736;6
598;47;63;1972;11;"Male";"305 Elm Street";44.22;-71.74;"21159.00";"43144.00";"54157.00";628;3
599;26;71;1993;3;"Male";"4872 Lexington Avenue";40.36;-75.09;"49534.00";"100991.00";"0.00";722;3
600;18;55;2001;5;"Male";"2819 Littlewood Lane";39.96;-76.73;"22991.00";"46878.00";"60121.00";578;1
601;68;67;1951;7;"Male";"5828 Wessex Drive";28.5;-81.37;"15849.00";"43004.00";"15304.00";761;6
602;57;67;1963;1;"Male";"46 South Street";36.34;-79.67;"16888.00";"34437.00";"0.00";681;4
603;42;67;1978;2;"Female";"66 Norfolk Avenue";35.48;-97.26;"21884.00";"44624.00";"102882.00";611;1
604;60;65;1959;12;"Male";"53 Madison Street";39.84;-75.71;"34744.00";"70840.00";"52578.00";736;4
605;42;73;1977;10;"Male";"663 Summit Boulevard";40.64;-73.94;"23316.00";"47542.00";"2667.00";725;3
606;48;67;1971;12;"Male";"1773 Hill Street";39.4;-88.8;"16300.00";"33236.00";"57549.00";747;1
607;25;64;1994;8;"Male";"55 Third Drive";41.92;-87.81;"20902.00";"42617.00";"67590.00";771;5
608;32;65;1987;10;"Male";"702 Grant Drive";37.78;-121.99;"0.00";"2365.00";"0.00";769;3
609;59;62;1961;2;"Male";"795 Tenth Street";32.91;-96.62;"18408.00";"37536.00";"63386.00";717;3
610;18;58;2002;1;"Male";"36 First Drive";47.78;-117.45;"21609.00";"44061.00";"107955.00";713;4
611;23;65;1996;7;"Male";"16 Jefferson Drive";42.26;-88.0;"28799.00";"58721.00";"135065.00";758;1
612;88;67;1931;9;"Female";"336 North Street";39.09;-84.51;"18959.00";"16296.00";"667.00";838;7
613;39;69;1980;9;"Female";"7549 Fourth Lane";41.87;-88.01;"27741.00";"56562.00";"111495.00";712;4
614;84;66;1935;9;"Female";"129 Sussex Street";35.4;-80.59;"20570.00";"16430.00";"2873.00";779;7
615;35;65;1984;3;"Female";"3963 Essex Drive";29.43;-95.24;"21956.00";"44766.00";"68989.00";713;2
616;45;72;1974;5;"Female";"4173 Wessex Avenue";32.19;-88.05;"17076.00";"34817.00";"63313.00";586;1
617;27;69;1992;6;"Female";"5048 Catherine Drive";38.03;-78.48;"28459.00";"58026.00";"133169.00";691;1
618;32;67;1987;8;"Male";"3525 Second Lane";33.92;-118.2;"13632.00";"27795.00";"72318.00";701;4
619;54;65;1965;12;"Male";"498 Littlewood Avenue";44.01;-92.47;"26478.00";"53986.00";"58381.00";748;4
620;26;61;1993;5;"Male";"930 Mill Drive";37.8;-89.03;"16397.00";"33437.00";"56690.00";588;1
621;51;63;1968;3;"Male";"2227 Federal Lane";29.19;-81.05;"13425.00";"27372.00";"54474.00";612;1
622;23;65;1996;12;"Male";"986 East Avenue";38.85;-77.29;"42884.00";"87437.00";"0.00";738;2
623;63;60;1956;4;"Male";"3283 Park Lane";41.53;-87.87;"32083.00";"77961.00";"39811.00";616;3
624;33;66;1987;2;"Male";"515 Spruce Boulevard";42.89;-85.72;"18431.00";"37579.00";"59201.00";710;2
625;19;66;2000;12;"Female";"4135 Valley Stream Lane";36.33;-82.36;"23224.00";"47350.00";"47026.00";680;1
626;22;65;1997;6;"Female";"394 Essex Boulevard";26.11;-80.39;"42160.00";"85954.00";"108684.00";746;2
627;50;62;1969;11;"Male";"6669 Burns Street";41.83;-73.12;"22401.00";"45674.00";"83331.00";717;1
628;57;66;1963;1;"Male";"4 George Lane";40.0;-75.26;"52517.00";"107075.00";"75999.00";815;3
629;72;70;1947;5;"Male";"4388 Hillside Street";39.27;-76.83;"39053.00";"57513.00";"11755.00";793;5
630;60;66;1959;7;"Male";"1583 Grant Avenue";30.33;-81.65;"19382.00";"39521.00";"61861.00";491;3
631;83;65;1936;5;"Female";"273 Elm Drive";35.46;-97.51;"17070.00";"33811.00";"2206.00";682;7
632;20;67;1999;12;"Female";"12694 Fourth Boulevard";40.12;-102.72;"14242.00";"29040.00";"36331.00";703;1
633;36;69;1983;10;"Female";"5506 Fifth Boulevard";33.88;-118.27;"24611.00";"50179.00";"110515.00";743;1
634;49;74;1970;8;"Female";"5063 Seventh Avenue";41.38;-81.64;"24071.00";"49079.00";"6494.00";683;4
635;25;64;1994;7;"Female";"5338 Fifth Boulevard";40.76;-74.03;"16770.00";"34201.00";"42895.00";731;1
636;47;69;1973;2;"Female";"1342 Hill Lane";41.83;-87.68;"11951.00";"24372.00";"63295.00";793;4
637;42;68;1978;2;"Female";"794 Lake Street";40.98;-74.06;"37908.00";"77288.00";"46160.00";771;4
638;65;65;1955;2;"Female";"674 Elm Boulevard";41.54;-96.13;"25102.00";"16889.00";"38489.00";679;5
639;55;73;1965;2;"Female";"82 Jefferson Avenue";41.12;-83.01;"18462.00";"37645.00";"46298.00";654;4
640;29;63;1990;9;"Female";"8677 Littlewood Lane";40.42;-104.74;"22427.00";"45727.00";"94016.00";629;1
641;62;68;1957;11;"Male";"878 Forest Street";39.98;-82.98;"18420.00";"37556.00";"0.00";735;6
642;35;62;1984;5;"Female";"96 Ninth Drive";33.11;-94.16;"16746.00";"34143.00";"49839.00";648;4
643;29;65;1991;1;"Female";"892 Spruce Street";40.69;-73.75;"21283.00";"43397.00";"42168.00";697;2
644;58;65;1961;3;"Female";"511 Grant Avenue";34.42;-84.11;"20581.00";"41963.00";"53857.00";741;1
645;63;64;1957;2;"Female";"174 Catherine Boulevard";33.91;-118.23;"13075.00";"26661.00";"42667.00";750;5
646;38;65;1981;12;"Female";"354 Federal Street";41.47;-81.67;"21402.00";"43634.00";"73037.00";786;3
647;31;72;1988;7;"Female";"27 Birch Avenue";36.52;-119.39;"13194.00";"26900.00";"74083.00";758;2
648;40;61;1980;2;"Female";"466 Pine Drive";32.78;-108.26;"14642.00";"29854.00";"66044.00";674;3
649;48;65;1971;9;"Male";"9 Fourth Drive";41.5;-74.02;"22762.00";"46408.00";"0.00";847;7
650;45;65;1974;8;"Male";"3916 Tenth Boulevard";32.75;-97.33;"11876.00";"24215.00";"28552.00";707;6
651;53;66;1966;5;"Female";"810 Summit Lane";38.56;-76.07;"16852.00";"34361.00";"41375.00";643;1
652;82;66;1937;9;"Female";"9952 South Lane";41.76;-72.61;"20065.00";"22726.00";"1692.00";784;6
653;19;65;2001;2;"Female";"939 Lake Drive";41.64;-71.0;"25308.00";"51601.00";"79143.00";745;1
654;47;69;1972;7;"Female";"646 South Lane";39.14;-81.78;"16618.00";"33883.00";"50616.00";524;1
655;49;66;1970;3;"Female";"211 Lexington Drive";41.44;-82.18;"14880.00";"30340.00";"64661.00";552;3
656;61;64;1958;5;"Female";"98 Ninth Street";35.06;-85.09;"25814.00";"52633.00";"137109.00";704;1
657;83;68;1936;11;"Female";"2780 Martin Luther King Drive";44.45;-95.78;"20697.00";"33897.00";"533.00";705;4
658;40;64;1980;2;"Female";"7476 First Lane";29.67;-82.33;"25812.00";"52630.00";"68559.00";725;4
659;57;67;1962;5;"Male";"5079 Sussex Avenue";38.73;-86.47;"15981.00";"32583.00";"12501.00";812;7
660;31;68;1988;9;"Female";"256 Jefferson Street";37.55;-77.46;"21602.00";"44041.00";"109159.00";680;2
661;64;67;1956;1;"Male";"894 Ocean Avenue";40.68;-75.22;"21005.00";"42831.00";"59948.00";566;3
662;32;71;1987;11;"Female";"670 Tenth Drive";41.86;-88.06;"42028.00";"85694.00";"120733.00";822;2
663;68;63;1951;3;"Female";"6398 Lake Lane";35.92;-86.84;"36563.00";"70554.00";"39078.00";655;5
664;22;68;1997;4;"Female";"751 Fifth Street";40.86;-76.78;"16519.00";"33681.00";"78326.00";697;2
665;81;65;1939;1;"Female";"374 Lexington Street";41.23;-80.81;"12406.00";"11613.00";"427.00";790;8
666;57;56;1963;2;"Male";"919 Lafayette Avenue";35.85;-86.39;"22760.00";"36282.00";"14141.00";725;1
667;83;63;1936;3;"Male";"588 Lincoln Street";35.98;-78.91;"30325.00";"41763.00";"2279.00";714;5
668;87;57;1932;10;"Female";"8569 Wessex Boulevard";33.52;-86.79;"13263.00";"16342.00";"1758.00";747;5
669;38;62;1981;9;"Female";"2182 Martin Luther King Street";44.69;-73.45;"20177.00";"41141.00";"71060.00";683;2
670;21;71;1998;3;"Female";"7469 El Camino Street";42.31;-83.21;"11773.00";"24006.00";"57226.00";801;2
671;37;66;1982;4;"Female";"363 Main Lane";35.93;-89.92;"16689.00";"34032.00";"68762.00";769;2
672;37;68;1983;2;"Male";"95873 Madison Boulevard";35.81;-83.25;"11755.00";"23967.00";"3880.00";722;4
673;48;68;1971;7;"Male";"1772 Essex Boulevard";37.27;-79.88;"19188.00";"39124.00";"66231.00";722;4
674;63;66;1957;1;"Female";"13 Sixth Boulevard";32.73;-117.08;"13805.00";"28147.00";"25987.00";756;7
675;40;67;1980;1;"Male";"42 Martin Luther King Drive";39.92;-77.8;"17405.00";"35489.00";"91995.00";724;5
676;40;65;1980;2;"Male";"663 Third Drive";33.09;-96.88;"31905.00";"65053.00";"83571.00";775;2
677;40;65;1979;5;"Male";"855 Sussex Avenue";44.94;-93.1;"32972.00";"67226.00";"128174.00";729;3
678;63;67;1957;2;"Female";"861 Martin Luther King Boulevard";42.88;-78.85;"14456.00";"29477.00";"56355.00";850;4
679;57;69;1962;11;"Male";"1690 Main Avenue";41.27;-80.13;"16809.00";"34272.00";"39514.00";765;4
680;42;63;1977;8;"Female";"800 Madison Street";28.5;-81.37;"13414.00";"27354.00";"42226.00";799;1
681;19;60;2001;1;"Female";"95 Main Avenue";40.0;-76.84;"21400.00";"43634.00";"52593.00";654;1
682;58;62;1961;10;"Male";"2130 Valley Stream Lane";40.69;-111.99;"17276.00";"35229.00";"60945.00";724;2
683;61;66;1959;1;"Male";"201 Grant Drive";40.79;-77.85;"25031.00";"51039.00";"0.00";704;5
684;51;63;1969;2;"Male";"1246 11th Boulevard";26.14;-80.13;"21661.00";"44170.00";"90049.00";661;7
685;21;68;1998;4;"Male";"5263 Fifth Avenue";44.26;-88.39;"21828.00";"44513.00";"105303.00";778;6
686;64;65;1956;1;"Male";"25521 First Street";32.53;-82.92;"16958.00";"34576.00";"81087.00";683;1
687;20;66;1999;11;"Male";"1693 Spruce Street";42.24;-84.4;"17783.00";"36264.00";"99582.00";725;1
688;44;67;1975;3;"Male";"5125 Elm Drive";41.31;-111.96;"23165.00";"47227.00";"151030.00";760;4
689;65;62;1954;3;"Female";"440 Maple Drive";40.76;-74.23;"18012.00";"39077.00";"14019.00";709;1
690;71;64;1948;3;"Female";"149 Burns Boulevard";39.59;-105.01;"31024.00";"67186.00";"29682.00";692;1
691;34;64;1985;12;"Female";"232 Jefferson Boulevard";38.39;-86.93;"21991.00";"44838.00";"109951.00";561;1
692;52;65;1967;8;"Female";"23 Sussex Lane";42.92;-82.88;"20942.00";"42701.00";"53696.00";701;4
693;20;66;1999;8;"Female";"5342 Valley Stream Avenue";33.09;-96.88;"31905.00";"65051.00";"220951.00";703;2
694;29;66;1990;5;"Male";"1598 Elm Street";61.2;-149.82;"20519.00";"41836.00";"60302.00";615;2
695;49;68;1970;7;"Female";"530 Main Boulevard";29.48;-95.1;"35246.00";"71866.00";"132580.00";662;1
696;74;67;1945;7;"Female";"5064 North Lane";40.63;-73.72;"45685.00";"110570.00";"5700.00";766;8
697;56;73;1964;1;"Female";"889 Martin Luther King Avenue";35.72;-78.84;"32485.00";"66230.00";"90248.00";742;3
698;55;66;1964;10;"Female";"886 Little Creek Drive";42.62;-73.83;"31927.00";"65094.00";"23909.00";699;3
699;42;68;1978;2;"Male";"9141 Ocean View Lane";41.48;-91.57;"22308.00";"45475.00";"68358.00";698;3
700;21;68;1998;12;"Female";"649 Second Avenue";40.71;-73.99;"91487.00";"186534.00";"233746.00";590;1
701;28;59;1991;12;"Female";"7087 Plum Street";27.75;-82.64;"26476.00";"53984.00";"76118.00";701;1
702;46;68;1973;7;"Female";"33 Tenth Street";40.84;-73.4;"34873.00";"71103.00";"136853.00";721;4
703;53;66;1966;11;"Female";"864 Jefferson Drive";30.23;-92.19;"19798.00";"40363.00";"111112.00";711;4
704;51;67;1968;7;"Female";"6840 North Lane";41.2;-73.73;"55274.00";"112695.00";"35135.00";840;6
705;84;71;1935;9;"Female";"136 Hillside Avenue";37.91;-122.01;"42234.00";"79870.00";"4031.00";609;2
706;33;68;1986;9;"Female";"212 Ocean View Avenue";38.02;-122.54;"33148.00";"67589.00";"106072.00";602;2
707;22;67;1997;12;"Female";"5941 South Lane";34.72;-82.78;"18271.00";"37253.00";"63522.00";576;1
708;63;63;1957;1;"Female";"3 Madison Street";40.71;-73.99;"163145.00";"249925.00";"202328.00";722;4
709;26;66;1993;9;"Female";"3114 East Street";42.92;-88.84;"21057.00";"42931.00";"48783.00";742;3
710;60;68;1959;9;"Female";"29 12th Avenue";42.12;-89.25;"25698.00";"52397.00";"72810.00";729;3
711;39;60;1980;10;"Male";"6757 Eighth Avenue";39.01;-89.78;"20056.00";"40894.00";"51844.00";657;1
712;74;67;1945;3;"Female";"54 Lafayette Street";32.63;-117.05;"20102.00";"29130.00";"8746.00";720;5
713;25;71;1994;8;"Female";"224 Mountain View Boulevard";48.19;-114.38;"17040.00";"34745.00";"26503.00";691;4
714;61;67;1958;10;"Female";"72 Second Street";45.34;-122.66;"35992.00";"73383.00";"155191.00";760;2
715;37;75;1983;1;"Female";"94 Ocean Avenue";41.76;-88.15;"49195.00";"100303.00";"53919.00";821;2
716;31;70;1988;5;"Male";"1495 Elm Boulevard";33.92;-116.83;"13002.00";"26511.00";"21869.00";769;6
717;23;65;1996;8;"Female";"361 Fourth Street";28.04;-81.96;"26325.00";"53675.00";"82373.00";659;5
718;48;63;1971;8;"Male";"7944 Hill Lane";41.64;-85.41;"14263.00";"29081.00";"56301.00";655;3
719;53;66;1966;11;"Female";"1959 Forest Street";42.27;-89.06;"24589.00";"50139.00";"109623.00";767;3
720;36;65;1983;5;"Female";"980 Federal Drive";42.38;-83.1;"9710.00";"19800.00";"40038.00";682;3
721;39;67;1980;5;"Male";"9735 Birch Street";25.77;-80.2;"18828.00";"38386.00";"74820.00";850;6
722;25;66;1995;1;"Male";"3357 Hill Lane";41.01;-75.89;"16168.00";"32966.00";"73741.00";707;1
723;59;68;1960;5;"Female";"3179 Seventh Drive";29.76;-95.38;"17359.00";"35397.00";"55112.00";828;5
724;45;72;1974;5;"Female";"819 El Camino Boulevard";35.97;-96.76;"17237.00";"35142.00";"107898.00";731;4
725;18;68;2002;1;"Male";"392 Rose Drive";42.35;-71.06;"21809.00";"44466.00";"3096.00";709;2
726;58;67;1961;8;"Male";"845 Littlewood Boulevard";33.79;-118.29;"22032.00";"44924.00";"27297.00";717;3
727;44;68;1975;5;"Male";"310 Bayview Boulevard";38.63;-90.24;"19874.00";"40522.00";"81572.00";801;5
728;30;67;1989;7;"Female";"385 Grant Street";39.08;-94.35;"16224.00";"33076.00";"50117.00";721;3
729;80;67;1939;4;"Female";"499 Lafayette Lane";40.28;-86.51;"16421.00";"24884.00";"1828.00";850;6
730;51;69;1968;8;"Male";"932 Bayview Avenue";38.9;-94.68;"41663.00";"84944.00";"57746.00";713;3
731;31;73;1988;7;"Male";"5558 Littlewood Avenue";40.32;-118.2;"18734.00";"38193.00";"39874.00";703;3
732;60;68;1959;8;"Male";"513 Tenth Avenue";37.68;-97.34;"19224.00";"39191.00";"43396.00";756;6
733;36;68;1983;7;"Male";"895 Lexington Lane";31.49;-97.23;"26061.00";"53138.00";"153374.00";606;4
734;43;61;1976;7;"Female";"57799 Oak Boulevard";42.88;-78.85;"12220.00";"24917.00";"36101.00";693;2
735;49;67;1970;12;"Female";"676 Bayview Street";47.79;-122.2;"33226.00";"67743.00";"67132.00";752;3
736;27;66;1992;9;"Female";"8440 Park Drive";39.99;-105.09;"30072.00";"61317.00";"0.00";741;3
737;61;60;1958;3;"Female";"8301 Tenth Drive";42.33;-122.79;"18961.00";"30359.00";"16552.00";758;2
738;57;67;1962;10;"Female";"15664 Lafayette Street";40.02;-105.25;"31377.00";"63974.00";"131731.00";707;4
739;38;64;1981;7;"Female";"6022 Mill Street";29.76;-95.38;"33925.00";"69171.00";"102537.00";622;1
740;30;62;1989;8;"Female";"9104 Second Avenue";29.76;-95.38;"15862.00";"32343.00";"39656.00";683;3
741;75;66;1944;9;"Male";"239 Third Drive";42.35;-71.06;"21695.00";"41316.00";"22629.00";826;1
742;69;67;1950;12;"Female";"829 Mill Boulevard";38.74;-77.48;"24016.00";"50753.00";"20226.00";698;4
743;44;66;1975;4;"Female";"5810 Sixth Drive";35.64;-78.0;"15938.00";"32491.00";"24515.00";682;3
744;58;67;1961;10;"Female";"927 Ocean View Drive";25.77;-80.2;"21923.00";"44699.00";"21685.00";842;5
745;18;72;2001;12;"Male";"293 First Boulevard";34.06;-117.17;"23820.00";"48561.00";"0.00";752;1
746;63;67;1956;10;"Male";"28136 Wessex Street";40.64;-73.94;"14856.00";"30288.00";"42745.00";689;4
747;63;64;1956;4;"Male";"716 Lafayette Street";39.33;-82.23;"14137.00";"28828.00";"49793.00";687;4
748;55;69;1965;1;"Male";"2100 Summit Street";29.76;-95.38;"18412.00";"37534.00";"99840.00";706;3
749;22;68;1997;10;"Male";"4098 Park Drive";32.75;-97.33;"12051.00";"24574.00";"80667.00";674;3
750;61;68;1959;1;"Female";"475 Oak Boulevard";35.19;-80.83;"14793.00";"30165.00";"36972.00";694;2
751;61;64;1958;8;"Female";"860 Martin Luther King Boulevard";33.45;-96.74;"24364.00";"49677.00";"108399.00";593;4
